comment_id,model_relatability
UgxwuaqgPMkFRun4Dyh4AaABAg,Neutral
UgxwV5hH-8OXPKn1pC54AaABAg,Neutral
UgxWwbyqsIyt-8i1cx14AaABAg,Neutral
UgxwWmfRDfCVk_oAWlZ4AaABAg,Neutral
UgxwXmwNkYQXtQlMIMN4AaABAg,Neutral
UgxwYfc9N0edzN8BWit4AaABAg,Neutral
UgxwYnBZXqQadAeRSwl4AaABAg,Relatable
UgxWYqGIWUmfpKav1ox4AaABAg,Relatable
Ugxwyxj-gtcHwtSJvOt4AaABAg,Relatable
UgxWYyZMi-VzEjy2E0V4AaABAg,Relatable
UgxWZnIyhYE0UFJKkOJ4AaABAg,Neutral
Ugxwzxy5mGgEnc_0ITN4AaABAg,Neutral
UgxWZZvFmbcfv7sqZN94AaABAg,Neutral
Ugxx-qT8ybiZJw22SHx4AaABAg,Neutral
Ugxx0dOGNqarKToxMfB4AaABAg,Relatable
UgxX2XQjj8uyhuxFUKJ4AaABAg,Neutral
UgxX3Tcraveloqfsxgp4AaABAg,Neutral
UgxX77ue7emRfdsstml4AaABAg,Neutral
UgxX8f3aaSyKeP8Kggh4AaABAg,Neutral
Ugxx9tnd91HPcaftd-p4AaABAg,Neutral
UgxXabncA7JZHcDXKw14AaABAg,Neutral
UgxxAF26mkP9lG9MmS14AaABAg,Neutral
UgxXAml_sNHMl6gYUEh4AaABAg,Neutral
UgxxAx0pWW1KVZHjK2F4AaABAg,Relatable
UgxXbAP9aWeqqP0fL314AaABAg,Neutral
Ugxxbcqk4E8XnZwE0CR4AaABAg,Neutral
UgxxBhCtWCEirEXwRkN4AaABAg,Neutral
UgxxbVniGmacK4McrG14AaABAg,Neutral
UgxXbxxESyxpN74Ox-14AaABAg,Relatable
UgxXCh1Tvl1Iu-aVmGp4AaABAg,Relatable
UgxxcsSL1NqWJjK18gl4AaABAg,Neutral
UgxxD3UvzaowY1v8IvZ4AaABAg,Relatable
UgxXFopKi3VMr9cOvih4AaABAg,Neutral
UgxXgW-JAc5TgJ1UX6J4AaABAg,Neutral
UgxxGyGGVaqARqge-0d4AaABAg,Neutral
UgxXhJhSs-jbCZIt4Ax4AaABAg,Neutral
UgxxiP4rqNMfNo349nt4AaABAg,Relatable
UgxXiQwTs6Mr3R0Fs-R4AaABAg,Relatable
UgxXiwgiN0gHCuHjN314AaABAg,Neutral
UgxXj_fmg-BWrifw2H54AaABAg,Neutral
UgxXJht5_vkFlcRjgt54AaABAg,Neutral
UgxxLdaDm9xnKAxLTvh4AaABAg,Neutral
UgxxLjQ7kSqjRh1RvsF4AaABAg,Relatable
UgxxLRhblqfWO6Iif4p4AaABAg,Relatable
UgxXls5ZXFacpicXKsF4AaABAg,Relatable
Ugxxm-fk4h2GIna0u4F4AaABAg,Neutral
UgxXmahMk2szdwM-rhF4AaABAg,Neutral
UgxxMt0QYzcZyn9wXGN4AaABAg,Neutral
UgxXN-UAa_b70KaZcxZ4AaABAg,Relatable
UgxxnJldfuYlQNH8WyF4AaABAg,Neutral
UgxxpH9ZBPbhDUfb6lp4AaABAg,Relatable
UgxxPHuxpKZb5LIvGGZ4AaABAg,Neutral
UgxxpOdLa9i3rFj-2LV4AaABAg,Neutral
UgxXpRsf0vY1woY4ykJ4AaABAg,Neutral
UgxxPZFmnddZ18mHLnR4AaABAg,Neutral
UgxxqfqJFNExcyYvSvx4AaABAg,Neutral
UgxXqxjCIp8iMVDmgf94AaABAg,Neutral
UgxXR0UQJaps0EB5ygB4AaABAg,Neutral
Ugxxs-ftXsb_kLTVsAt4AaABAg,Relatable
UgxxSjDBWReTnJdTqMt4AaABAg,Neutral
UgxXt30lQR9Ck-a8MY94AaABAg,Neutral
UgxxTDwsDO_qzVoq2aR4AaABAg,Relatable
UgxXTQax268HSEgjNW94AaABAg,Neutral
UgxXUQc-vsjr_ferPu14AaABAg,Relatable
UgxXV5g5oZy04im3Plx4AaABAg,Relatable
UgxXWc-9vMfB8krmHSx4AaABAg,Neutral
UgxxwfEiHcDT7g2Hx-l4AaABAg,Relatable
UgxXWFXWpy5oNqyHcR14AaABAg,Neutral
Ugxxx9yE6pGMs7hI_Zx4AaABAg,Neutral
UgxxXjESMtICfjuQIhl4AaABAg,Neutral
UgxxY0JxF_Z6w1L2Sat4AaABAg,Relatable
UgxXz-9Vr2WJNtWmjSV4AaABAg,Neutral
UgxXz2DnaksnJlTRydN4AaABAg,Relatable
UgxxZMMfh_RM3p3gKTR4AaABAg,Neutral
UgxXzxC9fkZkdMGik2B4AaABAg,Relatable
UgxY_5-paZz06wmyKe54AaABAg,Relatable
Ugxy_F9KOmIo1g5WWj14AaABAg,Neutral
UgxY_oiX8HkhBeMFbxp4AaABAg,Relatable
UgxY-0h7uKti2lM0C4F4AaABAg,Neutral
UgxY-hXFKWENlocVQyN4AaABAg,Relatable
Ugxy03RXnnBWtDwjrVB4AaABAg,Neutral
UgxY0H4lgSN8lUR2Z654AaABAg,Neutral
Ugxy1kWEaHjsjOrJzrx4AaABAg,Relatable
UgxY1OdeK0krs6I4Pa14AaABAg,Neutral
Ugxy1TYgrmidu66gGRt4AaABAg,Neutral
Ugxy3hQe9IOg9t_bK7h4AaABAg,Neutral
Ugxy67yQRtyOErVKTt54AaABAg,Relatable
Ugxy7ODjOTp_UX6zkmB4AaABAg,Neutral
Ugxy81GRGk36dcSo-Wx4AaABAg,Neutral
UgxYASAbcvohXUJ84zB4AaABAg,Relatable
UgxYB_AHtkNmZshOcUB4AaABAg,Neutral
UgxYBH8V_FLF-6YAKV94AaABAg,Relatable
UgxyBZnUia-oHkAUmzt4AaABAg,Relatable
UgxyCmnOWSyXE8-RaI14AaABAg,Relatable
UgxyCMSM8DbIjuKF3Cp4AaABAg,Neutral
UgxYdbRCIDdtcGCDcB14AaABAg,Neutral
UgxydqpjeD_ky0Q3WdR4AaABAg,Neutral
Ugxye8sX7IolvUDCFZt4AaABAg,Neutral
UgxYG6DLUKS593oJmUF4AaABAg,Neutral
UgxygURDbXOPS4Y68TB4AaABAg,Neutral
UgxyH4_c8fwJEcuVHtp4AaABAg,Neutral
UgxyhT7MbPWw5KKp-GV4AaABAg,Neutral
UgxYibHB6eif2cPcG5p4AaABAg,Relatable
UgxYJ0mkE8aILoiSn2l4AaABAg,Relatable
UgxyJ3Y7PlLA1ocP81h4AaABAg,Relatable
UgxYjT34xwPKoDcRaTF4AaABAg,Neutral
UgxYKPzv3PkYZd7D_xd4AaABAg,Neutral
Ugxyl28zuEkzCgxZ53h4AaABAg,Neutral
UgxyLKJUsDbQEuKZxRJ4AaABAg,Relatable
UgxYlsSd5CkVhcQp9n54AaABAg,Neutral
UgxYMFAAj7DvwPhN-T14AaABAg,Neutral
UgxymJR5MXgsgRhbt7x4AaABAg,Neutral
UgxyNeQPORHjAXEVotR4AaABAg,Relatable
Ugxynua04viG4XAi6A14AaABAg,Neutral
UgxYOIImJzJSCaY3hIt4AaABAg,Relatable
UgxyOO9CDfmD3Ad0N2d4AaABAg,Relatable
Ugxyox0LCMc7AiR8cud4AaABAg,Neutral
UgxyP8XhRz6M3OJp-E94AaABAg,Relatable
UgxypKKxcStiJj_D3TB4AaABAg,Relatable
UgxypnPdSIP3AKf2j0F4AaABAg,Neutral
UgxYq06kcy2HqzT-6np4AaABAg,Neutral
UgxyQGFQk7opJrVTv9R4AaABAg,Relatable
UgxyqKwsshyCLaNFUyh4AaABAg,Neutral
UgxYqlV_ISoVUZnNR5J4AaABAg,Relatable
UgxyqWqiwhtPKWRiEW54AaABAg,Relatable
UgxYQyBW6g25P0W4oXF4AaABAg,Neutral
UgxYrCjV0Burp1bHRlp4AaABAg,Neutral
UgxYRfAXGurjH_DM34h4AaABAg,Neutral
UgxYRjyve5P9lafy4fl4AaABAg,Neutral
UgxyrmxXEXxlwai-tqR4AaABAg,Relatable
UgxyRXDKtBpy55Xi0Ht4AaABAg,Neutral
UgxyS7MpfF9aPJKwveJ4AaABAg,Neutral
UgxySiJM6Qjv0MijlBF4AaABAg,Neutral
UgxyTOPy44sMw_PYJ7V4AaABAg,Neutral
UgxyTTRPTK5xpTZpdaZ4AaABAg,Neutral
UgxyUfta4_CKIxh3a5B4AaABAg,Neutral
UgxYugKUeNOWziM916N4AaABAg,Neutral
UgxYUP85QXyIWc7Xh3B4AaABAg,Relatable
UgxyUrMowPB6EJrR36l4AaABAg,Neutral
UgxYut1Nb7ErczpjnqR4AaABAg,Neutral
UgxYv-Y1mvd5X_07JPh4AaABAg,Neutral
UgxYVIKqphTkkM6tynB4AaABAg,Relatable
UgxYWJSL1v1-AlrEUGF4AaABAg,Neutral
UgxYx9c4ji-2EnM8vZB4AaABAg,Relatable
UgxYX9EBu9TFQ9iB6_N4AaABAg,Relatable
UgxyXmJmB5ItH-unBFB4AaABAg,Neutral
UgxYxOuSsQZZQkwWRu54AaABAg,Neutral
UgxyxVD8SocS-JT8rth4AaABAg,Neutral
UgxyY7mbW0bqa8XM3jh4AaABAg,Neutral
UgxyYOzaCx3WOScv-7V4AaABAg,Neutral
UgxYypY7BtCGIEagdXp4AaABAg,Neutral
UgxYzdsn8oEnoo6rQU54AaABAg,Neutral
UgxYzhCF6bwIf0o1b5h4AaABAg,Relatable
UgxyZUOj_m7ek_Ztsv94AaABAg,Neutral
UgxyzXT1txNwv_yNsqt4AaABAg,Relatable
Ugxz-KHwMTR1ohLgHKJ4AaABAg,Neutral
Ugxz-YXFwnBvDry_yxp4AaABAg,Neutral
Ugxz0ROjxFnCcWr95HZ4AaABAg,Neutral
UgxZ2DQH5KThliGZBdB4AaABAg,Neutral
Ugxz2DYZTCt-iI468XJ4AaABAg,Neutral
Ugxz2WqzWI7xS6b2hEl4AaABAg,Neutral
UgxZ3954j4Qd3EaXNN54AaABAg,Relatable
Ugxz3Mou6UlgTr3P9_l4AaABAg,Neutral
Ugxz5Rh-jIL5jEht4J94AaABAg,Neutral
Ugxz6inGehEmZowFmvV4AaABAg,Neutral
UgxZ82OmAMog40fiRRt4AaABAg,Relatable
Ugxz8BWtxwVf7Q_m5zh4AaABAg,Relatable
Ugxza0mAUT4JQxaiE8x4AaABAg,Neutral
Ugxza7OdMADsBmgJf-F4AaABAg,Neutral
UgxzAoJDXKmjPpyAE9F4AaABAg,Neutral
UgxzCOeAwlejKdNQsxl4AaABAg,Neutral
UgxZDExjPUMDob4eHFp4AaABAg,Neutral
UgxzdhuToA1NRijEp_B4AaABAg,Neutral
UgxzE9nz_IN7VZ2L2iR4AaABAg,Neutral
UgxzeErBirxG3QB9LLR4AaABAg,Relatable
UgxzetBYEEKC2i6cE3Z4AaABAg,Relatable
UgxzfTbeTOy4Iy4KRYB4AaABAg,Neutral
Ugxzfu0UuxmGKACe7Sl4AaABAg,Neutral
UgxzfyXfo8HdcfHrLGJ4AaABAg,Neutral
UgxzgcxRTkLZaeIZt054AaABAg,Neutral
UgxzGDJIdxfgkbsvHmx4AaABAg,Neutral
UgxZgE1qHtMUcXXDI3d4AaABAg,Neutral
UgxZgJRaYLx4_IkiTrt4AaABAg,Relatable
UgxzhE4ZxFJxTjiQG_14AaABAg,Neutral
UgxZhJBULMgzrTys4uR4AaABAg,Neutral
UgxzhoW7wBUD938GOLV4AaABAg,Relatable
UgxzHVc4yXfZswUAXl94AaABAg,Neutral
UgxZHzhgkM0cE58_S9R4AaABAg,Neutral
UgxZIwbfDP8pbMhP1Yt4AaABAg,Neutral
Ugxzj4m6SaXuPcUZu7J4AaABAg,Relatable
UgxzjMAKHTWMhRAlPXx4AaABAg,Neutral
UgxZJSVcfk0As_0IJTp4AaABAg,Neutral
UgxzkjdWozKxU5JlhgJ4AaABAg,Neutral
UgxZkJRcwB_Gpd6-JQB4AaABAg,Neutral
UgxZkVssLP88iO8Q8vZ4AaABAg,Neutral
UgxzKwtA802H_1nLwxp4AaABAg,Neutral
Ugxzl_MclTR7_J9n0JB4AaABAg,Relatable
Ugxzl73PENhnMLsyr8F4AaABAg,Neutral
UgxzmaGYwOH0zfHpRkJ4AaABAg,Neutral
UgxZmFCnxhcC-WXGK8B4AaABAg,Neutral
UgxZmNIRovaBJQkrwjV4AaABAg,Neutral
UgxZMRLR3iyjMdgkmL94AaABAg,Neutral
Ugxzo08HKpLv03lt0bt4AaABAg,Neutral
Ugxzo0Vjv1ZUq8PYEmV4AaABAg,Relatable
UgxzoWZw4L5_pE4Pe3J4AaABAg,Neutral
UgxZPj_tCmJIQ22kA_F4AaABAg,Neutral
UgxzQBMhhfjh4imMLLV4AaABAg,Neutral
UgxZQUaiBaNxbrLHdPN4AaABAg,Neutral
UgxZrCiEdUGtrkHzX7p4AaABAg,Neutral
UgxzS2FNn9K-64O6fa54AaABAg,Neutral
UgxZt3U1OUATTnN-l4p4AaABAg,Relatable
UgxzTBMztHrWZ6JPGRN4AaABAg,Neutral
UgxzU-0HAz_-ganR0XJ4AaABAg,Relatable
UgxZu4SHcDyIVYLIAlB4AaABAg,Neutral
UgxZUOAf7WVbEfIch-h4AaABAg,Neutral
UgxZw6Ic9s_mthPGW9t4AaABAg,Neutral
UgxzXX-PwhvW_6Wm7yV4AaABAg,Neutral
UgxZyArQmtRQjb7JJfF4AaABAg,Relatable
UgxZygbqlP8xs-Ankg14AaABAg,Relatable
UgxZYiDifuFz_v1WT_Z4AaABAg,Neutral
UgxZyt3Xmr5ohJkdyzZ4AaABAg,Neutral
UgxZzBPohk29MEErOtl4AaABAg,Relatable
UgxzZJbUo70KpuhtToR4AaABAg,Relatable
Ugy__R1OIe9W8mdcm114AaABAg,Neutral
Ugy_-snHnhpy72TDpEB4AaABAg,Relatable
Ugy_1yxbj7hmtVF31Ut4AaABAg,Neutral
Ugy_30zHjePdGfUTGOp4AaABAg,Relatable
Ugy_4W0OLiRWPC6tfMV4AaABAg,Neutral
Ugy_4xqKk0F2LUyUBwp4AaABAg,Neutral
Ugy_5qTDFMOL96HNCCp4AaABAg,Neutral
Ugy_63XRuhB8tXCGvuJ4AaABAg,Neutral
Ugy_9kqh6rhQRDLD2Y94AaABAg,Neutral
Ugy_djGHKy-lIfBlTCN4AaABAg,Neutral
Ugy_fJfMXqHYysd5IX94AaABAg,Relatable
Ugy_fUJUW0ZAhXjsKDx4AaABAg,Neutral
Ugy_gCrydA8Acpg9Xct4AaABAg,Neutral
Ugy_gFzDyCqw2SGj3R54AaABAg,Neutral
Ugy_gYdBzQPyPAdjN194AaABAg,Relatable
Ugy_h_PnVEjQTRvUjJN4AaABAg,Neutral
Ugy_h7IWx6k1I3bbouJ4AaABAg,Relatable
Ugy_K7lQVPF1tfE9jMV4AaABAg,Neutral
Ugy_KrqWA9cf6tnt5up4AaABAg,Neutral
Ugy_LTELRcEkEE8kvPt4AaABAg,Neutral
Ugy_lyjNQdFfOv6GHJV4AaABAg,Neutral
Ugy_mzUzClIozjCZDad4AaABAg,Neutral
Ugy_NaoHAGqTQHj6wNB4AaABAg,Relatable
Ugy_nl1BnnQDJgitAmB4AaABAg,Neutral
Ugy_oQdKkp_SDisAKu54AaABAg,Neutral
Ugy_QKhrTEx3ohWP60x4AaABAg,Relatable
Ugy_r3Fx0cnMbReY7714AaABAg,Neutral
Ugy_T8Oo812GmHs-djx4AaABAg,Neutral
Ugy_TxSQ60GKydLckz54AaABAg,Neutral
Ugy_WadpXqewls8uQ4F4AaABAg,Neutral
Ugy_wHWD9p0wr9TClH54AaABAg,Neutral
Ugy_YBUt8RjEMiV1HT14AaABAg,Relatable
Ugy_zK10gJV6LA6eCvp4AaABAg,Relatable
Ugy_ZotgmLeZ-6IE9zF4AaABAg,Neutral
Ugy_Zx2zdH3rApHMKp54AaABAg,Neutral
Ugy-2CVulctueHvtRhJ4AaABAg,Neutral
Ugy-2OITHC7oHiHI8fp4AaABAg,Neutral
Ugy-6sMcOxhm03EIWap4AaABAg,Neutral
Ugy-6X1XVPa5LrOjfZh4AaABAg,Relatable
Ugy-AdaBlLrPSUz6Sn94AaABAg,Neutral
Ugy-DI8i-u1B7DZvQmR4AaABAg,Neutral
Ugy-dkF1qG-OibnUdSp4AaABAg,Neutral
Ugy-dZZOIZ7xSwr3fHN4AaABAg,Relatable
Ugy-gDzlDQlQvgWtKG94AaABAg,Neutral
Ugy-HoRqBBKYBMO2DuF4AaABAg,Neutral
Ugy-Hqnoh69ppsDHLE54AaABAg,Relatable
Ugy-hrobFbdRZg5H1nx4AaABAg,Relatable
Ugy-j4S0nuM9VFWwO0N4AaABAg,Neutral
Ugy-JxBSesvd6nk3Ahx4AaABAg,Neutral
Ugy-lkpmSykWt3EMXMF4AaABAg,Relatable
Ugy-msBcc9xb2H15rht4AaABAg,Neutral
Ugy-p8BZGaOlY1rSrbR4AaABAg,Neutral
Ugy-pjhIYJAVxKtw1jx4AaABAg,Neutral
Ugy-Qi7deBp7UL_RVOx4AaABAg,Neutral
Ugy-qiVFhfMSczqF1WZ4AaABAg,Neutral
Ugy-rkKctkBmlV09WhN4AaABAg,Neutral
Ugy-VUQevS7GxaWXpDN4AaABAg,Neutral
Ugy-Vy9EDDd2tb0_LTB4AaABAg,Neutral
Ugy-X0Pln1g3cqJFXLF4AaABAg,Neutral
Ugy-yUPnZ8yHNOZDDDR4AaABAg,Neutral
Ugy0_izjZvnNrv4KNUx4AaABAg,Neutral
Ugy0-pOyftuqkTxjGWh4AaABAg,Relatable
Ugy039ZQVr4l-od0kMp4AaABAg,Neutral
Ugy07SsCEOYO6l1Um7R4AaABAg,Relatable
Ugy08s9_7M2_27mFqqV4AaABAg,Neutral
Ugy096sTVmRuJ602vEx4AaABAg,Relatable
Ugy0AoePPCUv69xElDN4AaABAg,Neutral
Ugy0By4q7WdGG7OdSBN4AaABAg,Neutral
Ugy0CN7PooRr8mjl6pp4AaABAg,Neutral
Ugy0hn0DcZs4k0-gNlN4AaABAg,Neutral
Ugy0hNtEyXzgisOYgt94AaABAg,Neutral
Ugy0Hvk0QyeIY4dATcV4AaABAg,Relatable
Ugy0J6JNs1zrmuD7PZ94AaABAg,Neutral
Ugy0JbDzWElIjpu-rvl4AaABAg,Neutral
Ugy0KrS68xiiW0t5Hch4AaABAg,Relatable
Ugy0KtqNwxD_YoF5att4AaABAg,Neutral
Ugy0LC45iLXMIzO0Y1t4AaABAg,Relatable
Ugy0MaxD9hkqbpL4cv94AaABAg,Relatable
Ugy0Mp7Cl-QEIQ0qpPR4AaABAg,Neutral
Ugy0mzW3j1FHpntYjdt4AaABAg,Neutral
Ugy0NWCX2GsXa9jsiRp4AaABAg,Neutral
Ugy0P4160xNR5FDGwxZ4AaABAg,Neutral
Ugy0pHe0GmWEXbji0-F4AaABAg,Neutral
Ugy0PHz_h4dhkommnrx4AaABAg,Relatable
Ugy0Q_APXvt5AqRlknJ4AaABAg,Neutral
Ugy0Q422S94NCYuUEmx4AaABAg,Neutral
Ugy0rG86M3lPSRBOo6x4AaABAg,Relatable
Ugy0sshdVbNfdcCnGKx4AaABAg,Relatable
Ugy0TAd04PHrbo0jFb94AaABAg,Relatable
Ugy0Tp6mCRZkyb2RoxR4AaABAg,Neutral
Ugy0U80jXFtliz8MGZZ4AaABAg,Relatable
Ugy0uN_GQq3vgFpV-2d4AaABAg,Relatable
Ugy0vFpmm9DwybrYVqd4AaABAg,Neutral
Ugy0wm3JHd5EiCaTJ3p4AaABAg,Relatable
Ugy0YdDGbyEE9_gDsQV4AaABAg,Neutral
Ugy0yM57K5vMOfYLrSV4AaABAg,Neutral
Ugy1_SOXg8Yg65lMUy14AaABAg,Neutral
Ugy10tEE64GsopWm5694AaABAg,Neutral
Ugy1a5hAXaEZ5rGYWop4AaABAg,Neutral
Ugy1CbEtv6FrrKjWFqJ4AaABAg,Neutral
Ugy1dHCbY6ItOvgtwSJ4AaABAg,Relatable
Ugy1G0FQDwKtZ_RpwbN4AaABAg,Neutral
Ugy1HVixL0Ts06LpohZ4AaABAg,Neutral
Ugy1IKKJf6Po48c4Uk14AaABAg,Neutral
Ugy1JBgKHbfmC3ZZkLV4AaABAg,Relatable
Ugy1kJmV2rMFIo-28Xl4AaABAg,Relatable
Ugy1LuyZ_557VygxmzN4AaABAg,Neutral
Ugy1mt0EBXLCMQ4FaU14AaABAg,Neutral
Ugy1MVzhIwN5jT5WXQh4AaABAg,Relatable
Ugy1nMmX4dEck2ZQ0wl4AaABAg,Neutral
Ugy1q1on7wuCGojPV_F4AaABAg,Relatable
Ugy1sGuv7hA089Xz20t4AaABAg,Neutral
Ugy1sStDBSAcwPoDdVJ4AaABAg,Neutral
Ugy1T9Im9tnwnIkwQnl4AaABAg,Neutral
Ugy1tWWcljKXHVjhMY94AaABAg,Neutral
Ugy1U8kV-aTnzTARR6N4AaABAg,Neutral
Ugy1UqxpVbFpaxsLCMZ4AaABAg,Neutral
Ugy1urj8mxRUpHO4sxJ4AaABAg,Neutral
Ugy1V0tEKn_WZ8h7zdp4AaABAg,Relatable
Ugy1v5h8qQW3A7tUIxp4AaABAg,Neutral
Ugy1w4VDRcuFgMnURYZ4AaABAg,Relatable
Ugy1W7DATh5GGVPsoK94AaABAg,Relatable
Ugy1X82zafp_OoGDzeh4AaABAg,Neutral
Ugy1xSyEMS9zwLQYqNp4AaABAg,Neutral
Ugy1XU_oY9VLwqU--fN4AaABAg,Neutral
Ugy1YJO2Ck8wT3kdts54AaABAg,Neutral
Ugy1YNr__3k9RW9Ypv14AaABAg,Neutral
Ugy1zpT2Q-hefMsCN114AaABAg,Neutral
Ugy21TK3ZGyoDHU_bQp4AaABAg,Neutral
Ugy23yofaieveF2lCvZ4AaABAg,Relatable
Ugy243HlM_3k0ChQOIt4AaABAg,Neutral
Ugy2537gE9dxQW9-eit4AaABAg,Neutral
Ugy26DgJxjyfwDbrEKN4AaABAg,Neutral
Ugy270qXi2zlRgruxK14AaABAg,Relatable
Ugy27MfyZTP32OOJmV14AaABAg,Relatable
Ugy2a9E6WYwkzn7J8Bl4AaABAg,Relatable
Ugy2aEm3h_g36MvKCo54AaABAg,Neutral
Ugy2ahMx4SW-kOaxvIp4AaABAg,Neutral
Ugy2al2fzarE1AV_iMZ4AaABAg,Relatable
Ugy2augzytQzZRj667B4AaABAg,Relatable
Ugy2CkcZO1p36x6fufZ4AaABAg,Relatable
Ugy2cZhhSLXEEQOy3LB4AaABAg,Neutral
Ugy2eUiq3YbUziJ2Ncd4AaABAg,Neutral
Ugy2ffTvjBdivfItjuN4AaABAg,Neutral
Ugy2G66UuI3Mz3WzFMp4AaABAg,Neutral
Ugy2GatLzcFl9KtHGAJ4AaABAg,Neutral
Ugy2gltSmXo81KHmS1V4AaABAg,Neutral
Ugy2hk9o2TakqDySb714AaABAg,Relatable
Ugy2IGlUSUUHyX8JdPt4AaABAg,Neutral
Ugy2j16ZMYEHt0gdS6N4AaABAg,Neutral
Ugy2J34z3W0_HHbBtfN4AaABAg,Neutral
Ugy2JTAT7ENunu0fmHN4AaABAg,Neutral
Ugy2jz4XesZEYNGyp5l4AaABAg,Neutral
Ugy2kMGmQy9RfykELgd4AaABAg,Neutral
Ugy2lGKn3a0pCSeDbfF4AaABAg,Neutral
Ugy2lXiNFV5vYzscucF4AaABAg,Neutral
Ugy2LyBK8RQ2S-ZeZt94AaABAg,Relatable
Ugy2lztFKJ8sq6iAA2x4AaABAg,Neutral
Ugy2NaSQGpk8aX7Az3J4AaABAg,Neutral
Ugy2OWnnE_o-mZ4xwzd4AaABAg,Neutral
Ugy2P9kaA9tZO_JAuXl4AaABAg,Relatable
Ugy2PXQqp7bp033oTrR4AaABAg,Neutral
Ugy2rCMiie4XdVHc_f94AaABAg,Relatable
Ugy2SfFYT4p7NuIxRUN4AaABAg,Neutral
Ugy2t_3am66xiyqFJP54AaABAg,Neutral
Ugy2TtebDi_j-Hn5x794AaABAg,Relatable
Ugy2UEOvLIcreesM9-t4AaABAg,Neutral
Ugy2viEYYc2K1ITHZex4AaABAg,Neutral
Ugy2vlkHc2sdj6zPZhh4AaABAg,Neutral
Ugy2Xe8ZP5PIQELOy6V4AaABAg,Neutral
Ugy2yrCuKBcGvBrvvAh4AaABAg,Neutral
Ugy2yV-V_8zAXYR5S194AaABAg,Neutral
Ugy2YZQE6UYAh-B_bBd4AaABAg,Relatable
Ugy2zrSU_DeVmgDIThp4AaABAg,Neutral
Ugy3-sAj2vMgz8zuM794AaABAg,Neutral
Ugy36_JbPfXtXJ3V-cJ4AaABAg,Neutral
Ugy36A-rxO3nOvlzkxh4AaABAg,Neutral
Ugy388K6LNMhX3-dqiN4AaABAg,Neutral
Ugy399hcNnbqcvSak5x4AaABAg,Relatable
Ugy3a_GFnjhNyzFcfy94AaABAg,Neutral
Ugy3a15US4gRBeJdza14AaABAg,Neutral
Ugy3BM2IBu-P2dnvRiV4AaABAg,Neutral
Ugy3Bu80VBIA6IaOQOF4AaABAg,Neutral
Ugy3bVtxnBhkbAtMDu94AaABAg,Neutral
Ugy3BY9FWYY2fw8b2Wh4AaABAg,Neutral
Ugy3bZNd83sKvoYIXoR4AaABAg,Neutral
Ugy3cBfQNtEEPYf3RBN4AaABAg,Relatable
Ugy3D_6e0nQHHI8TfaB4AaABAg,Relatable
Ugy3DC9tKXXaL9qzh1l4AaABAg,Neutral
Ugy3eHy7NsqJmLO70lh4AaABAg,Relatable
Ugy3EMaiFpwC1WzcPvx4AaABAg,Neutral
Ugy3esvCu3kKY68DSlN4AaABAg,Neutral
Ugy3FEIoFdqsWEkR9p54AaABAg,Neutral
Ugy3gbBEECU_UDMj8fV4AaABAg,Relatable
Ugy3GyyuXQB_uNDwEJd4AaABAg,Neutral
Ugy3ITa4qhbhEF8nCi94AaABAg,Relatable
Ugy3jG85XvlK71xGQjl4AaABAg,Relatable
Ugy3jwwQlDCZ7Svcu5N4AaABAg,Neutral
Ugy3jzaEI_1Ct6E3fa54AaABAg,Neutral
Ugy3l4g33LfjDBvmDRB4AaABAg,Relatable
Ugy3L4OCwyOuKpMGpIR4AaABAg,Neutral
Ugy3L6wiqTFM1oAxATN4AaABAg,Relatable
Ugy3lBIXR35SnZjT5HZ4AaABAg,Neutral
Ugy3m4UhIiqHwMneQdF4AaABAg,Neutral
Ugy3Mh5ORequLfPrqd94AaABAg,Relatable
Ugy3mNgJpNHwXwIYLlJ4AaABAg,Neutral
Ugy3MUyTebdIUz6rWxR4AaABAg,Neutral
Ugy3n5jz2vdgyZvEHaF4AaABAg,Neutral
Ugy3NOWQrQu-5l_a_gh4AaABAg,Neutral
Ugy3nx2oAVQuBfhiUgd4AaABAg,Relatable
Ugy3oAXznhSEF5TtivJ4AaABAg,Neutral
Ugy3oxJNvvDJ_10Qd6B4AaABAg,Neutral
Ugy3p71TOE2r6EdSmXZ4AaABAg,Neutral
Ugy3q_T90Fo4uWfAcNt4AaABAg,Neutral
Ugy3rYkTJETVWD2jEU14AaABAg,Relatable
Ugy3S11VEucO0Q1Avsl4AaABAg,Neutral
Ugy3sDPHITZHPxHfucx4AaABAg,Neutral
Ugy3ulT_KhbYn36qQPZ4AaABAg,Neutral
Ugy3UWAl2dKju98O3-N4AaABAg,Relatable
Ugy3wADk5BlJKZYWZuh4AaABAg,Relatable
Ugy3xD0RH5dwWrrV2dN4AaABAg,Neutral
Ugy3xGiMiUi456vesyR4AaABAg,Neutral
Ugy3XLh7Ypv4IKUBqft4AaABAg,Neutral
Ugy3YAO5rmGgsI6dEtV4AaABAg,Neutral
Ugy3YS7-ydyX6IlH-VZ4AaABAg,Neutral
Ugy3Zq2rO-kFBjDewCV4AaABAg,Neutral
Ugy404VdgFygixloT9d4AaABAg,Neutral
Ugy408w3VAO8o84Q5JR4AaABAg,Relatable
Ugy40sz4-2T88ydIu1Z4AaABAg,Relatable
Ugy43AJgmsAlU4ltiet4AaABAg,Relatable
Ugy44LdzONzgpvI8vS94AaABAg,Neutral
